"setDate"	"flipDate"	"age"	"NewAge"	"id"	"larv_adult"	"larvalTreat"	"adultTreat"	"carriedM"	"status"
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-02-28"	8	10	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_DR1"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-02"	10	12	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR1"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR1"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR1"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR1"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR1"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR1"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_DR2"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"DR_C2"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_DR2"	"C_DR"	"C"	"DR"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-05"	13	15	"C_C2"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-07"	15	17	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-07"	15	17	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-07"	15	17	"DR_DR1"	"DR_DR"	"DR"	"DR"	0	2
"2018-02-20"	"2018-03-07"	15	17	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"DR_C1"	"DR_C"	"DR"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"C_C1"	"C_C"	"C"	"C"	0	2
"2018-02-20"	"2018-03-07"	15	17	"C_C1"	"C_C"	"C"	"C"	0	2
